player_name,season,team
SK Raina,2011,Chennai Super Kings
SK Raina,2012,Chennai Super Kings
SK Raina,2013,Chennai Super Kings
SK Raina,2014,Chennai Super Kings
SK Raina,2015,Chennai Super Kings
SK Raina,2016,Gujarat Lions
SK Raina,2017,Gujarat Lions
SK Raina,2018,Chennai Super Kings
SK Raina,2019,Chennai Super Kings
SK Raina,2021,Chennai Super Kings
SK Trivedi,2008,Rajasthan Royals
SK Trivedi,2009,Rajasthan Royals
SK Trivedi,2010,Rajasthan Royals
SK Trivedi,2011,Rajasthan Royals
SK Trivedi,2012,Rajasthan Royals
SK Trivedi,2013,Rajasthan Royals
SK Warne,2008,Rajasthan Royals
SK Warne,2009,Rajasthan Royals
SK Warne,2010,Rajasthan Royals
SK Warne,2011,Rajasthan Royals
SL Malinga,2009,Mumbai Indians
SL Malinga,2010,Mumbai Indians
SL Malinga,2011,Mumbai Indians
SL Malinga,2012,Mumbai Indians
SL Malinga,2013,Mumbai Indians
SL Malinga,2014,Mumbai Indians
SL Malinga,2015,Mumbai Indians
SL Malinga,2017,Mumbai Indians
SL Malinga,2019,Mumbai Indians
SM Boland,2016,Rising Pune Supergiant
SM Curran,2019,Punjab Kings
SM Curran,2020,Chennai Super Kings
SM Curran,2021,Chennai Super Kings
SM Curran,2023,Punjab Kings
SM Curran,2024,Punjab Kings
SM Harwood,2009,Rajasthan Royals
SM Katich,2008,Punjab Kings
SM Katich,2009,Punjab Kings
SM Pollock,2008,Mumbai Indians
SMSM Senanayake,2013,Kolkata Knight Riders
SN Khan,2015,Royal Challengers Bengaluru
SN Khan,2016,Royal Challengers Bengaluru
SN Khan,2018,Royal Challengers Bengaluru
SN Khan,2019,Punjab Kings
SN Khan,2020,Punjab Kings
SN Khan,2021,Punjab Kings
SN Khan,2022,Delhi Capitals
SN Khan,2023,Delhi Capitals
SN Thakur,2015,Punjab Kings
SN Thakur,2017,Rising Pune Supergiant
SN Thakur,2018,Chennai Super Kings
SN Thakur,2019,Chennai Super Kings
SN Thakur,2020,Chennai Super Kings
SN Thakur,2021,Chennai Super Kings
SN Thakur,2022,Delhi Capitals
SN Thakur,2023,Kolkata Knight Riders
SN Thakur,2024,Chennai Super Kings
SO Hetmyer,2019,Royal Challengers Bengaluru
SO Hetmyer,2020,Delhi Capitals
SO Hetmyer,2021,Delhi Capitals
SO Hetmyer,2022,Rajasthan Royals
SO Hetmyer,2023,Rajasthan Royals
SO Hetmyer,2024,Rajasthan Royals
SP Fleming,2008,Chennai Super Kings
SP Goswami,2008,Royal Challengers Bengaluru
SP Goswami,2009,Royal Challengers Bengaluru
SP Goswami,2010,Royal Challengers Bengaluru
SP Goswami,2011,Kolkata Knight Riders
SP Goswami,2012,Rajasthan Royals
SP Goswami,2018,Sunrisers Hyderabad
SP Goswami,2020,Sunrisers Hyderabad
SP Jackson,2017,Kolkata Knight Riders
SP Jackson,2022,Kolkata Knight Riders
SP Narine,2012,Kolkata Knight Riders
SP Narine,2013,Kolkata Knight Riders
SP Narine,2014,Kolkata Knight Riders
SP Narine,2015,Kolkata Knight Riders
SP Narine,2016,Kolkata Knight Riders
SP Narine,2017,Kolkata Knight Riders
SP Narine,2018,Kolkata Knight Riders
SP Narine,2019,Kolkata Knight Riders
SP Narine,2020,Kolkata Knight Riders
SP Narine,2021,Kolkata Knight Riders
SP Narine,2022,Kolkata Knight Riders
SP Narine,2023,Kolkata Knight Riders
SP Narine,2024,Kolkata Knight Riders
SPD Smith,2012,Pune Warriors
SPD Smith,2013,Pune Warriors
SPD Smith,2014,Rajasthan Royals
SPD Smith,2015,Rajasthan Royals
SPD Smith,2016,Rising Pune Supergiant
SPD Smith,2017,Rising Pune Supergiant
SPD Smith,2019,Rajasthan Royals
SPD Smith,2020,Rajasthan Royals
SPD Smith,2021,Delhi Capitals
SR Tendulkar,2008,Mumbai Indians
SR Tendulkar,2009,Mumbai Indians
SR Tendulkar,2010,Mumbai Indians
SR Tendulkar,2011,Mumbai Indians
SR Tendulkar,2012,Mumbai Indians
SR Tendulkar,2013,Mumbai Indians
SR Watson,2008,Rajasthan Royals
SR Watson,2010,Rajasthan Royals
SR Watson,2011,Rajasthan Royals
SR Watson,2012,Rajasthan Royals
SR Watson,2013,Rajasthan Royals
SR Watson,2014,Rajasthan Royals
SR Watson,2015,Rajasthan Royals
SR Watson,2016,Royal Challengers Bengaluru
SR Watson,2017,Royal Challengers Bengaluru
SR Watson,2018,Chennai Super Kings
SR Watson,2019,Chennai Super Kings
SR Watson,2020,Chennai Super Kings
SS Agarwal,2017,Gujarat Lions
SS Cottrell,2020,Punjab Kings
SS Iyer,2015,Delhi Capitals
SS Iyer,2016,Delhi Capitals
SS Iyer,2017,Delhi Capitals
SS Iyer,2018,Delhi Capitals
SS Iyer,2019,Delhi Capitals
SS Iyer,2020,Delhi Capitals
SS Iyer,2021,Delhi Capitals
SS Iyer,2022,Kolkata Knight Riders
SS Iyer,2024,Kolkata Knight Riders
SS Mundhe,2011,Pune Warriors
SS Prabhudessai,2022,Royal Challengers Bengaluru
SS Prabhudessai,2023,Royal Challengers Bengaluru
SS Prabhudessai,2024,Royal Challengers Bengaluru
SS Sarkar,2009,Kolkata Knight Riders
SS Shaikh,2009,Kolkata Knight Riders
SS Tiwary,2008,Mumbai Indians
SS Tiwary,2009,Mumbai Indians
SS Tiwary,2010,Mumbai Indians
SS Tiwary,2011,Royal Challengers Bengaluru
SS Tiwary,2012,Royal Challengers Bengaluru
SS Tiwary,2013,Royal Challengers Bengaluru
SS Tiwary,2015,Delhi Capitals
SS Tiwary,2016,Rising Pune Supergiant
SS Tiwary,2017,Mumbai Indians
SS Tiwary,2020,Mumbai Indians
SS Tiwary,2021,Mumbai Indians
SSB Magala,2023,Chennai Super Kings
ST Jayasuriya,2008,Mumbai Indians
ST Jayasuriya,2009,Mumbai Indians
ST Jayasuriya,2010,Mumbai Indians
STR Binny,2010,Mumbai Indians
STR Binny,2011,Rajasthan Royals
STR Binny,2012,Rajasthan Royals
STR Binny,2013,Rajasthan Royals
STR Binny,2014,Rajasthan Royals
STR Binny,2015,Rajasthan Royals
STR Binny,2016,Royal Challengers Bengaluru
STR Binny,2017,Royal Challengers Bengaluru
STR Binny,2018,Rajasthan Royals
STR Binny,2019,Rajasthan Royals
SV Samson,2013,Rajasthan Royals
SV Samson,2014,Rajasthan Royals
SV Samson,2015,Rajasthan Royals
SV Samson,2016,Delhi Capitals
SV Samson,2017,Delhi Capitals
SV Samson,2018,Rajasthan Royals
SV Samson,2019,Rajasthan Royals
SV Samson,2020,Rajasthan Royals
SV Samson,2021,Rajasthan Royals
SV Samson,2022,Rajasthan Royals
SV Samson,2023,Rajasthan Royals
SV Samson,2024,Rajasthan Royals
SW Billings,2016,Delhi Capitals
SW Billings,2017,Delhi Capitals
SW Billings,2018,Chennai Super Kings
SW Billings,2019,Chennai Super Kings
SW Billings,2022,Kolkata Knight Riders
SW Tait,2010,Rajasthan Royals
SW Tait,2011,Rajasthan Royals
SW Tait,2012,Rajasthan Royals
SW Tait,2013,Rajasthan Royals
SZ Mulani,2024,Mumbai Indians
Sachin Baby,2013,Rajasthan Royals
Sachin Baby,2016,Royal Challengers Bengaluru
Sachin Baby,2017,Royal Challengers Bengaluru
Sachin Baby,2018,Sunrisers Hyderabad
Sachin Baby,2021,Royal Challengers Bengaluru
Sachin Baby,2025,Sunrisers Hyderabad
Sachin Baby,2026,Sunrisers Hyderabad
Sachin Rana,2014,Royal Challengers Bengaluru
Sachin Rana,2026,Royal Challengers Bengaluru
Sachithra Senanayaka,2013,Kolkata Knight Riders
Sachithra Senanayaka,2026,Kolkata Knight Riders
Sagar Trivedi,2015,Rajasthan Royals
Sagar Trivedi,2026,Rajasthan Royals
Sahil Parakh,2026,Delhi Capitals
Sakib Hussain,2024,Kolkata Knight Riders
Sakib Hussain,2026,Sunrisers Hyderabad
Salil Arora,2026,Sunrisers Hyderabad
Salman Butt,2008,Kolkata Knight Riders
Sam Billings,2016,Delhi Capitals
Sam Billings,2018,Chennai Super Kings
Sam Billings,2021,Delhi Capitals
Sam Billings,2022,Kolkata Knight Riders
Sam Billings,2026,Kolkata Knight Riders
Sam Curran,2019,Punjab Kings
Sam Curran,2020,Chennai Super Kings
Sam Curran,2023,Punjab Kings
Sam Curran,2025,Chennai Super Kings
Sam Curran,2026,Chennai Super Kings
Samarth Vyas,2023,Sunrisers Hyderabad
Samarth Vyas,2026,Sunrisers Hyderabad
Sameer Rizvi,2024,Chennai Super Kings
Sameer Rizvi,2025,Delhi Capitals
Sameer Rizvi,2026,Delhi Capitals
Samuel Badree,2014,Chennai Super Kings
Samuel Badree,2016,Royal Challengers Bengaluru
Samuel Badree,2026,Royal Challengers Bengaluru
Sandeep Bavanaka,2020,Sunrisers Hyderabad
Sandeep Bavanaka,2026,Sunrisers Hyderabad
Sandeep Lamichhane,2018,Delhi Capitals
Sandeep Lamichhane,2026,Delhi Capitals
Sandeep Sharma,2013,Punjab Kings
Sandeep Sharma,2014,Punjab Kings
Sandeep Sharma,2015,Punjab Kings
Sandeep Sharma,2016,Punjab Kings
Sandeep Sharma,2017,Punjab Kings
Sandeep Sharma,2018,Sunrisers Hyderabad
Sandeep Sharma,2019,Sunrisers Hyderabad
Sandeep Sharma,2020,Sunrisers Hyderabad
Sandeep Sharma,2021,Sunrisers Hyderabad
Sandeep Sharma,2022,Punjab Kings
Sandeep Sharma,2023,Rajasthan Royals
Sandeep Sharma,2024,Rajasthan Royals
Sandeep Sharma,2026,Punjab Kings
Sandeep Warrier,2014,Royal Challengers Bengaluru
Sandeep Warrier,2026,Royal Challengers Bengaluru
Sanjay Yadav,2020,Sunrisers Hyderabad
Sanjay Yadav,2022,Mumbai Indians
Sanjay Yadav,2026,Mumbai Indians
Sanju Samson,2016,Delhi Capitals
Sanju Samson,2018,Rajasthan Royals
Sanju Samson,2026,Rajasthan Royals
Sanvir Singh,2023,Sunrisers Hyderabad
Sanvir Singh,2024,Sunrisers Hyderabad
Sanvir Singh,2026,Sunrisers Hyderabad
Sarabjit Ladda,2016,Gujarat Lions
Sarabjit Ladda,2026,Gujarat Lions
Sarfaraz Khan,2022,Delhi Capitals
Sarfaraz Khan,2026,Chennai Super Kings
Sarfaraz Naushad Khan,2015,Royal Challengers Bengaluru
Sarfaraz Naushad Khan,2019,Punjab Kings
Sarfaraz Naushad Khan,2026,Punjab Kings
Sarthak Ranjan,2026,Kolkata Knight Riders
Satvik Deswal,2026,Royal Challengers Bengaluru
Saurabh Dubey,2022,Sunrisers Hyderabad
Saurabh Dubey,2026,Sunrisers Hyderabad
Saurabh Kumar,2017,Rising Pune Supergiant
Saurabh Kumar,2021,Punjab Kings
Saurabh Kumar,2026,Punjab Kings
Saurabh Tiwary,2014,Delhi Capitals
Saurabh Tiwary,2017,Mumbai Indians
Saurabh Tiwary,2018,Mumbai Indians
Saurabh Tiwary,2020,Mumbai Indians
Saurabh Tiwary,2026,Mumbai Indians
Saurav Chauhan,2024,Royal Challengers Bengaluru
Saurav Chuahan,2024,Royal Challengers Bengaluru
Saurav Chuahan,2026,Royal Challengers Bengaluru
Sayan Ghosh,2017,Kolkata Knight Riders
Sayan Ghosh,2018,Delhi Capitals
Sayan Ghosh,2026,Delhi Capitals
Sayan Sekhar Mandal,2014,Kolkata Knight Riders
Sayan Sekhar Mandal,2026,Kolkata Knight Riders
Scott Boland,2016,Rising Pune Supergiant
Scott Boland,2026,Rising Pune Supergiant
Sean Abbott,2015,Royal Challengers Bengaluru
Sean Abbott,2022,Sunrisers Hyderabad
Sean Abbott,2026,Sunrisers Hyderabad
Shadab Jakati,2014,Royal Challengers Bengaluru
Shadab Jakati,2016,Gujarat Lions
Shadab Jakati,2026,Gujarat Lions
Shahbaz Ahamad,2020,Royal Challengers Bengaluru
Shahbaz Ahamad,2022,Royal Challengers Bengaluru
Shahbaz Ahamad,2025,Lucknow Super Giants
Shahbaz Ahamad,2026,Lucknow Super Giants
Shahbaz Ahmed,2020,Royal Challengers Bengaluru
Shahbaz Ahmed,2021,Royal Challengers Bengaluru
Shahbaz Ahmed,2022,Royal Challengers Bengaluru
Shahbaz Ahmed,2023,Royal Challengers Bengaluru
Shahbaz Ahmed,2024,Sunrisers Hyderabad
Shahbaz Nadeem,2014,Delhi Capitals
Shahbaz Nadeem,2018,Delhi Capitals
Shahbaz Nadeem,2022,Lucknow Super Giants
Shahbaz Nadeem,2026,Lucknow Super Giants
Shahid Afridi,2008,Deccan Chargers
Shahrukh Khan,2021,Punjab Kings
Shahrukh Khan,2022,Punjab Kings
Shahrukh Khan,2024,Gujarat Titans
Shahrukh Khan,2026,Gujarat Titans
Shai Hope,2024,Delhi Capitals
Shai Hope,2026,Delhi Capitals
Shaik Rasheed,2023,Chennai Super Kings
Shaik Rasheed,2025,Chennai Super Kings
Shaik Rasheed,2026,Chennai Super Kings
Shakib Al Hasan,2011,Kolkata Knight Riders
Shakib Al Hasan,2012,Kolkata Knight Riders
Shakib Al Hasan,2014,Kolkata Knight Riders
Shakib Al Hasan,2015,Kolkata Knight Riders
Shakib Al Hasan,2016,Kolkata Knight Riders
Shakib Al Hasan,2017,Kolkata Knight Riders
Shakib Al Hasan,2018,Sunrisers Hyderabad
Shakib Al Hasan,2019,Sunrisers Hyderabad
Shakib Al Hasan,2021,Kolkata Knight Riders
Shakib Al Hasan,2023,Kolkata Knight Riders
Shakib Al Hasan,2026,Kolkata Knight Riders
Shamar Joseph,2025,Lucknow Super Giants
Shamar Joseph,2026,Lucknow Super Giants
Shams Mulani,2023,Mumbai Indians
Shams Mulani,2026,Mumbai Indians
Shane Watson,2016,Royal Challengers Bengaluru
Shane Watson,2018,Chennai Super Kings
Shane Watson,2026,Chennai Super Kings
Sharad Lumba,2018,Mumbai Indians
Sharad Lumba,2026,Mumbai Indians
Shardul Narendra Thakur,2014,Punjab Kings
Shardul Narendra Thakur,2018,Chennai Super Kings
Shardul Narendra Thakur,2026,Chennai Super Kings
Shardul Thakur,2022,Delhi Capitals
Shardul Thakur,2024,Chennai Super Kings
Shardul Thakur,2026,Chennai Super Kings
Shashank Singh,2017,Delhi Capitals
Shashank Singh,2019,Rajasthan Royals
Shashank Singh,2022,Sunrisers Hyderabad
Shashank Singh,2024,Punjab Kings
Shashank Singh,2026,Punjab Kings
Shaun Marsh,2014,Punjab Kings
Shaun Marsh,2026,Punjab Kings
Sheldon Cottrell,2020,Punjab Kings
Sheldon Cottrell,2026,Punjab Kings
Sheldon Jackson,2015,Kolkata Knight Riders
Sheldon Jackson,2021,Kolkata Knight Riders
Sheldon Jackson,2022,Kolkata Knight Riders
Sheldon Jackson,2026,Kolkata Knight Riders
Shelley Shaurya,2017,Gujarat Lions
Shelley Shaurya,2026,Gujarat Lions
Sherfane Rutherford,2019,Delhi Capitals
Sherfane Rutherford,2022,Royal Challengers Bengaluru
Sherfane Rutherford,2024,Kolkata Knight Riders
Sherfane Rutherford,2025,Gujarat Titans
Sherfane Rutherford,2026,Gujarat Titans
Shikhar Dhawan,2018,Sunrisers Hyderabad
Shikhar Dhawan,2022,Punjab Kings
Shikhar Dhawan,2026,Punjab Kings
Shimron Hetmyer,2019,Royal Challengers Bengaluru
Shimron Hetmyer,2020,Delhi Capitals
Shimron Hetmyer,2022,Rajasthan Royals
Shimron Hetmyer,2026,Rajasthan Royals
Shishir Bhavane,2015,Royal Challengers Bengaluru
Shishir Bhavane,2026,Royal Challengers Bengaluru
Shivalik Sharma,2024,Mumbai Indians
Shivalik Sharma,2026,Mumbai Indians
Shivam Dube,2019,Royal Challengers Bengaluru
Shivam Dube,2021,Rajasthan Royals
Shivam Dube,2022,Chennai Super Kings
Shivam Dube,2026,Chennai Super Kings
Shivam Mavi,2018,Kolkata Knight Riders
Shivam Mavi,2020,Kolkata Knight Riders
Shivam Mavi,2021,Kolkata Knight Riders
Shivam Mavi,2022,Kolkata Knight Riders
Shivam Mavi,2023,Gujarat Titans
Shivam Mavi,2024,Lucknow Super Giants
Shivam Mavi,2026,Sunrisers Hyderabad
Shivam Sharma,2014,Punjab Kings
Shivam Sharma,2015,Punjab Kings
Shivam Sharma,2026,Punjab Kings
Shivam Singh,2023,Punjab Kings
Shivam Singh,2024,Punjab Kings
Shivam Singh,2026,Punjab Kings
Shivang Kumar,2026,Sunrisers Hyderabad
Shivil Kaushik,2016,Gujarat Lions
Shivil Kaushik,2026,Gujarat Lions
Shoaib Ahmed,2009,Deccan Chargers
Shoaib Akhtar,2008,Kolkata Knight Riders
Shoaib Malik,2008,Delhi Capitals
Shreevats Goswami,2018,Sunrisers Hyderabad
Shreevats Goswami,2026,Sunrisers Hyderabad
Shreyas Gopal,2014,Mumbai Indians
Shreyas Gopal,2018,Rajasthan Royals
Shreyas Gopal,2022,Sunrisers Hyderabad
Shreyas Gopal,2024,Mumbai Indians
Shreyas Gopal,2025,Chennai Super Kings
Shreyas Gopal,2026,Chennai Super Kings
Shreyas Iyer,2015,Delhi Capitals
Shreyas Iyer,2022,Kolkata Knight Riders
Shreyas Iyer,2025,Punjab Kings
Shreyas Iyer,2026,Punjab Kings
Shrijith Krishnan,2025,Mumbai Indians
Shrijith Krishnan,2026,Mumbai Indians
Shrikant Mundhe,2019,Kolkata Knight Riders
Shrikant Mundhe,2026,Kolkata Knight Riders
Shubam Agrawal,2017,Gujarat Lions
Shubam Agrawal,2026,Gujarat Lions
Shubham Dubey,2024,Rajasthan Royals
Shubham Dubey,2025,Rajasthan Royals
Shubham Dubey,2026,Rajasthan Royals
Shubham Garhwal,2022,Rajasthan Royals
Shubham Garhwal,2026,Rajasthan Royals
Shubham Ranjane,2019,Rajasthan Royals
Shubham Ranjane,2026,Rajasthan Royals
Shubman Gill,2018,Kolkata Knight Riders
Shubman Gill,2019,Kolkata Knight Riders
Shubman Gill,2020,Kolkata Knight Riders
Shubman Gill,2021,Kolkata Knight Riders
Shubman Gill,2022,Gujarat Titans
Shubman Gill,2023,Gujarat Titans
Shubman Gill,2024,Gujarat Titans
Shubman Gill,2026,Kolkata Knight Riders
Siddarth Kaul,2014,Delhi Capitals
Siddarth Kaul,2015,Sunrisers Hyderabad
Siddarth Kaul,2018,Sunrisers Hyderabad
Siddarth Kaul,2026,Sunrisers Hyderabad
Siddharth Kaul,2022,Royal Challengers Bengaluru
Siddharth Kaul,2026,Royal Challengers Bengaluru
Siddhesh Dinesh Lad,2015,Mumbai Indians
Siddhesh Dinesh Lad,2018,Mumbai Indians
Siddhesh Dinesh Lad,2026,Mumbai Indians
Sikandar Raza,2023,Punjab Kings
Sikandar Raza,2024,Punjab Kings
Sikandar Raza,2026,Punjab Kings
Simarjeet Singh,2022,Chennai Super Kings
Simarjeet Singh,2024,Chennai Super Kings
Simarjeet Singh,2025,Sunrisers Hyderabad
Simarjeet Singh,2026,Sunrisers Hyderabad
Sohail Tanvir,2008,Rajasthan Royals
Sonu Yadav,2023,Royal Challengers Bengaluru
Sonu Yadav,2026,Royal Challengers Bengaluru
Spencer Johnson,2024,Gujarat Titans
Spencer Johnson,2025,Kolkata Knight Riders
Spencer Johnson,2026,Kolkata Knight Riders
Srikkanth Anirudha,2014,Sunrisers Hyderabad
Srikkanth Anirudha,2026,Sunrisers Hyderabad
Steven Smith,2014,Rajasthan Royals
Steven Smith,2021,Delhi Capitals
Steven Smith,2026,Delhi Capitals
Stuart Binny,2016,Royal Challengers Bengaluru
Stuart Binny,2018,Rajasthan Royals
Stuart Binny,2026,Rajasthan Royals
Subhranshu Senapati,2022,Chennai Super Kings
Subhranshu Senapati,2026,Chennai Super Kings
Subramaniam Badrinath,2015,Royal Challengers Bengaluru
Subramaniam Badrinath,2026,Royal Challengers Bengaluru
Sudeep Tyagi,2013,Sunrisers Hyderabad
Sudeep Tyagi,2026,Sunrisers Hyderabad
Sumit Kumar,2024,Delhi Capitals
Sumit Kumar,2026,Delhi Capitals
Sumit Narwal,2015,Kolkata Knight Riders
Sumit Narwal,2026,Kolkata Knight Riders
Sunny Gupta,2012,Delhi Capitals
Sunny Singh,2011,Punjab Kings
Suryakumar Yadav,2014,Kolkata Knight Riders
Suryakumar Yadav,2018,Mumbai Indians
Suryakumar Yadav,2026,Mumbai Indians
Suryansh Shedge,2025,Punjab Kings
Suryansh Shedge,2026,Punjab Kings
Sushant Marathe,2014,Mumbai Indians
Sushant Marathe,2026,Mumbai Indians
Sushant Mishra,2024,Gujarat Titans
Sushant Mishra,2026,Rajasthan Royals
Suyash Prabhudesai,2021,Royal Challengers Bengaluru
Suyash Prabhudesai,2026,Royal Challengers Bengaluru
Suyash Prabhudessai,2022,Royal Challengers Bengaluru
Suyash Prabhudessai,2026,Royal Challengers Bengaluru
Suyash Sharma,2023,Kolkata Knight Riders
Suyash Sharma,2024,Kolkata Knight Riders
Suyash Sharma,2025,Royal Challengers Bengaluru
Suyash Sharma,2026,Royal Challengers Bengaluru
Swapnil Singh,2016,Punjab Kings
Swapnil Singh,2017,Punjab Kings
Swapnil Singh,2023,Lucknow Super Giants
Swapnil Singh,2024,Royal Challengers Bengaluru
Swapnil Singh,2025,Royal Challengers Bengaluru
Swapnil Singh,2026,Royal Challengers Bengaluru
Swastik Chhikara,2024,Delhi Capitals
Swastik Chhikara,2025,Royal Challengers Bengaluru
Swastik Chhikara,2026,Royal Challengers Bengaluru
Syed Khaleel Ahmed,2016,Delhi Capitals
Syed Khaleel Ahmed,2018,Sunrisers Hyderabad
Syed Khaleel Ahmed,2022,Delhi Capitals
Syed Khaleel Ahmed,2025,Chennai Super Kings
Syed Khaleel Ahmed,2026,Chennai Super Kings
Syed Mehdi Hasan,2018,Sunrisers Hyderabad
Syed Mehdi Hasan,2026,Sunrisers Hyderabad
T Banton,2020,Kolkata Knight Riders
T Henderson,2009,Rajasthan Royals
T Kohler-Cadmore,2024,Rajasthan Royals
T Kohli,2008,Rajasthan Royals
T Kohli,2009,Punjab Kings
T Natarajan,2017,Punjab Kings
T Natarajan,2018,Sunrisers Hyderabad
T Natarajan,2020,Sunrisers Hyderabad
T Natarajan,2021,Sunrisers Hyderabad
T Natarajan,2022,Sunrisers Hyderabad
T Natarajan,2023,Sunrisers Hyderabad
T Natarajan,2024,Sunrisers Hyderabad
T Natarajan,2026,Sunrisers Hyderabad
T Shamsi,2016,Royal Challengers Bengaluru
T Shamsi,2021,Rajasthan Royals
T Stubbs,2022,Mumbai Indians
T Stubbs,2023,Mumbai Indians
T Stubbs,2024,Delhi Capitals
T Taibu,2008,Kolkata Knight Riders
T Thushara,2009,Chennai Super Kings
T Thushara,2010,Chennai Super Kings
T. Natarajan,2022,Sunrisers Hyderabad
T. Natarajan,2025,Delhi Capitals
T. Natarajan,2026,Delhi Capitals
TA Boult,2015,Sunrisers Hyderabad
TA Boult,2016,Sunrisers Hyderabad
TA Boult,2017,Kolkata Knight Riders
TA Boult,2018,Delhi Capitals
TA Boult,2019,Delhi Capitals
TA Boult,2020,Mumbai Indians
TA Boult,2021,Mumbai Indians
TA Boult,2022,Rajasthan Royals
TA Boult,2023,Rajasthan Royals
TA Boult,2024,Rajasthan Royals
TD Paine,2011,Pune Warriors
TG Southee,2011,Chennai Super Kings
TG Southee,2014,Rajasthan Royals
TG Southee,2015,Rajasthan Royals
TG Southee,2016,Mumbai Indians
TG Southee,2017,Mumbai Indians
TG Southee,2018,Royal Challengers Bengaluru
TG Southee,2019,Royal Challengers Bengaluru
TG Southee,2021,Kolkata Knight Riders
TG Southee,2022,Kolkata Knight Riders
TG Southee,2023,Kolkata Knight Riders
TH David,2021,Royal Challengers Bengaluru
TH David,2022,Mumbai Indians
TH David,2023,Mumbai Indians
TH David,2024,Mumbai Indians
TK Curran,2018,Kolkata Knight Riders
TK Curran,2020,Rajasthan Royals
TK Curran,2021,Delhi Capitals
TL Seifert,2021,Kolkata Knight Riders
TL Seifert,2022,Delhi Capitals
TL Suman,2009,Deccan Chargers
TL Suman,2010,Deccan Chargers
TL Suman,2011,Mumbai Indians
TL Suman,2012,Mumbai Indians
TL Suman,2013,Pune Warriors
TM Dilshan,2008,Delhi Capitals
TM Dilshan,2009,Delhi Capitals
TM Dilshan,2010,Delhi Capitals
TM Dilshan,2011,Royal Challengers Bengaluru
TM Dilshan,2012,Royal Challengers Bengaluru
TM Dilshan,2013,Royal Challengers Bengaluru
TM Head,2016,Royal Challengers Bengaluru
TM Head,2017,Royal Challengers Bengaluru
TM Head,2024,Sunrisers Hyderabad
TM Srivastava,2008,Punjab Kings
TM Srivastava,2009,Punjab Kings
TP Sudhindra,2012,Deccan Chargers
TR Birt,2011,Delhi Capitals
TS Mills,2017,Royal Challengers Bengaluru
TS Mills,2022,Mumbai Indians
TU Deshpande,2020,Delhi Capitals
TU Deshpande,2022,Chennai Super Kings
TU Deshpande,2023,Chennai Super Kings
TU Deshpande,2024,Chennai Super Kings
Tajinder Dhillon,2018,Mumbai Indians
Tajinder Dhillon,2020,Punjab Kings
Tajinder Dhillon,2026,Punjab Kings
Tanay Thyagarajann,2024,Punjab Kings
Tanay Thyagarajann,2026,Punjab Kings
Tanmay Agarwal,2017,Sunrisers Hyderabad
Tanmay Agarwal,2018,Sunrisers Hyderabad
Tanmay Agarwal,2026,Sunrisers Hyderabad
Tanmay Mishra,2014,Royal Challengers Bengaluru
Tanmay Mishra,2026,Royal Challengers Bengaluru
Tanush Kotian,2024,Rajasthan Royals
Tejas Baroka,2017,Gujarat Lions
Tejas Baroka,2022,Rajasthan Royals
Tejas Baroka,2026,Rajasthan Royals
Tejas Singh Baroka,2017,Gujarat Lions
Tejas Singh Baroka,2026,Gujarat Lions
Tejasvi Singh,2026,Kolkata Knight Riders
Thisara Perera,2013,Sunrisers Hyderabad
Thisara Perera,2014,Punjab Kings
Thisara Perera,2016,Rising Pune Supergiant
Thisara Perera,2026,Rising Pune Supergiant
Tilak Varma,2022,Mumbai Indians
Tilak Varma,2023,Mumbai Indians
Tilak Varma,2024,Mumbai Indians
Tim David,2022,Mumbai Indians
Tim David,2025,Royal Challengers Bengaluru
Tim David,2026,Royal Challengers Bengaluru
Tim Seifert,2022,Delhi Capitals
Tim Seifert,2026,Kolkata Knight Riders
Tim Southee,2014,Rajasthan Royals
Tim Southee,2016,Mumbai Indians
Tim Southee,2018,Royal Challengers Bengaluru
Tim Southee,2022,Kolkata Knight Riders
Tim Southee,2026,Kolkata Knight Riders
Tirumalasetti Suman,2016,Sunrisers Hyderabad
Tirumalasetti Suman,2026,Sunrisers Hyderabad
Tom Banton,2020,Kolkata Knight Riders
Tom Banton,2026,Gujarat Titans
Tom Curran,2020,Rajasthan Royals
Tom Curran,2021,Delhi Capitals
Tom Curran,2024,Royal Challengers Bengaluru
Tom Curran,2026,Royal Challengers Bengaluru
Tom Kohler-Cadmore,2024,Rajasthan Royals
Tom Kohler-Cadmore,2026,Rajasthan Royals
Travis Head,2015,Delhi Capitals
Travis Head,2016,Royal Challengers Bengaluru
Travis Head,2024,Sunrisers Hyderabad
Travis Head,2026,Sunrisers Hyderabad
Trent Boult,2015,Sunrisers Hyderabad
Trent Boult,2017,Kolkata Knight Riders
Trent Boult,2018,Delhi Capitals
Trent Boult,2022,Rajasthan Royals
Trent Boult,2025,Mumbai Indians
Trent Boult,2026,Mumbai Indians
Tripurana Vijay,2025,Delhi Capitals
Tripurana Vijay,2026,Delhi Capitals
Tristan Stubbs,2024,Delhi Capitals
Tristan Stubbs,2026,Delhi Capitals
Tushar Deshpande,2020,Delhi Capitals
Tushar Deshpande,2022,Chennai Super Kings
Tushar Deshpande,2025,Rajasthan Royals
Tushar Deshpande,2026,Rajasthan Royals
Tymal Mills,2017,Royal Challengers Bengaluru
Tymal Mills,2022,Mumbai Indians
Tymal Mills,2026,Mumbai Indians
U Kaul,2008,Punjab Kings
UA Birla,2013,Pune Warriors
